target_id	gene_name	qval	log2fc	final_annotation	final_annotation.y	direction
ENSMUSG00000000530	Acvrl1	1.24E-11	3.242674755	protein_coding	protein_coding	Upregulated
ENSMUSG00000026797	Stxbp1	3.50E-45	3.244689309	protein_coding	protein_coding	Upregulated
ENSMUSG00000096146	Kcnj11	3.27E-09	3.248996297	protein_coding	protein_coding	Upregulated
mmu-miR-127-3p	mmu-miR-127-3p	4.98E-11	3.253530109	miRNA	NA	Upregulated
ENSMUSG00000032202	Rab27a	3.45E-74	3.25422995	protein_coding	protein_coding	Upregulated
ENSMUSG00000051251	Nhlh1	6.19E-06	3.255056209	protein_coding	protein_coding	Upregulated
ENSMUSG00000024304	Cdh2	3.00E-07	3.255525847	protein_coding	protein_coding	Upregulated
ENSMUSG00000073207	Ccdc160	0.000543712	3.256655457	protein_coding	protein_coding	Upregulated
ENSMUSG00000021587	Pcsk1	1.46E-33	3.261290829	protein_coding	protein_coding	Upregulated
ENSMUSG00000038530	Rgs4	1.19E-17	3.269151832	protein_coding	protein_coding	Upregulated
ENSMUSG00000057614	Gnai1	2.81E-25	3.269623328	protein_coding	protein_coding	Upregulated
ENSMUSG00000030483	Cyp2b10	5.35E-05	3.270749894	protein_coding	protein_coding	Upregulated
ENSMUSG00000037196	Pacrg	7.05E-07	3.274759234	protein_coding	protein_coding	Upregulated
ENSMUSG00000055407	Map6	1.74E-08	3.275813884	protein_coding	protein_coding	Upregulated
ENSMUSG00000066705	Fxyd6	7.25E-21	3.275874831	protein_coding	protein_coding	Upregulated
ENSMUSG00000021539	Lect2	3.48E-09	3.284010669	protein_coding	protein_coding	Upregulated
ENSMUSG00000040990	Sh3kbp1	3.89E-22	3.286970173	protein_coding	protein_coding	Upregulated
ENSMUSG00000072572	Slc39a2	1.85E-08	3.294953003	protein_coding	protein_coding	Upregulated
ENSMUSG00000021559	Dapk1	2.97E-16	3.296378549	protein_coding	protein_coding	Upregulated
ENSMUSG00000034774	Dsg1c	0.019798265	3.296585571	protein_coding	protein_coding	Upregulated
ENSMUSG00000031284	Pak3	9.02E-05	3.296994184	protein_coding	protein_coding	Upregulated
ENSMUSG00000041734	Kirrel	1.53E-09	3.298705587	protein_coding	protein_coding	Upregulated
ENSMUSG00000000126	Wnt9a	5.08E-08	3.300883209	protein_coding	protein_coding	Upregulated
ENSMUSG00000030411	Nova2	1.43E-09	3.301556951	protein_coding	protein_coding	Upregulated
ENSMUSG00000030401	Rtn2	1.49E-22	3.301672195	protein_coding	protein_coding	Upregulated
ENSMUSG00000021904	Sema3g	0.001131737	3.30482949	protein_coding	protein_coding	Upregulated
ENSMUSG00000037035	Inhbb	9.46E-05	3.312792977	protein_coding	protein_coding	Upregulated
ENSMUSG00000050711	Scg2	6.79E-22	3.312903789	protein_coding	protein_coding	Upregulated
ENSMUSG00000040046	Tph1	1.38E-16	3.316671426	protein_coding	protein_coding	Upregulated
ENSMUSG00000030683	Sez6l2	1.15E-25	3.317056886	protein_coding	protein_coding	Upregulated
ENSMUSG00000055567	Unc80	1.16E-07	3.31722079	protein_coding	protein_coding	Upregulated
MSTRG.50409	MSTRG.50409	1.58E-09	3.323143108	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000038255	Neurod2	1.21E-08	3.323301794	protein_coding	protein_coding	Upregulated
ENSMUSG00000031748	Gnao1	2.68E-26	3.325214691	protein_coding	protein_coding	Upregulated
ENSMUSG00000006546	Cryba2	1.57E-10	3.326277082	protein_coding	protein_coding	Upregulated
ENSMUSG00000022055	Nefl	3.82E-24	3.328759396	protein_coding	protein_coding	Upregulated
ENSMUSG00000020732	Rab37	7.69E-10	3.328951652	protein_coding	protein_coding	Upregulated
ENSMUSG00000035274	Tpbg	9.82E-12	3.331022322	protein_coding	protein_coding	Upregulated
ENSMUSG00000032564	Cpne4	1.36E-05	3.332707634	protein_coding	protein_coding	Upregulated
ENSMUSG00000034353	Ramp1	4.57E-38	3.334354837	protein_coding	protein_coding	Upregulated
MSTRG.49010	MSTRG.49010	0.015378074	3.336355615	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000040387	Klhl32	2.85E-12	3.338003769	protein_coding	protein_coding	Upregulated
ENSMUSG00000032035	Ets1	3.01E-22	3.338324259	protein_coding	protein_coding	Upregulated
ENSMUSG00000046922	Gpr6	1.34E-10	3.341600073	protein_coding	protein_coding	Upregulated
ENSMUSG00000038349	Plcl1	0.004629826	3.342440016	protein_coding	protein_coding	Upregulated
ENSMUSG00000041681	Iapp	2.34E-21	3.343114709	protein_coding	protein_coding	Upregulated
ENSMUSG00000057182	Scn3a	2.76E-12	3.344363137	protein_coding	protein_coding	Upregulated
ENSMUSG00000040653	Ppp1r14c	3.14E-25	3.344815717	protein_coding	protein_coding	Upregulated
ENSMUSG00000050751	Pgbd5	2.36E-08	3.347428427	protein_coding	protein_coding	Upregulated
ENSMUSG00000016763	Scube1	0.020357826	3.350854608	protein_coding	protein_coding	Upregulated
ENSMUSG00000044365	Cxxc4	1.65E-08	3.354120129	protein_coding	protein_coding	Upregulated
ENSMUSG00000018339	Gpx3	2.24E-18	3.354919082	protein_coding	protein_coding	Upregulated
ENSMUSG00000002265	Peg3	2.39E-29	3.355264441	protein_coding	protein_coding	Upregulated
mmu-miR-7b-5p	mmu-miR-7b-5p	4.67E-16	3.357569581	miRNA	NA	Upregulated
ENSMUSG00000051980	Casr	8.58E-09	3.358227009	protein_coding	protein_coding	Upregulated
ENSMUSG00000047238	Mageh1	1.29E-15	3.360013211	protein_coding	protein_coding	Upregulated
ENSMUSG00000074004	B3gnt6	0.020575402	3.362867181	protein_coding	protein_coding	Upregulated
ENSMUSG00000061171	Slc38a11	7.71E-16	3.367773456	protein_coding	protein_coding	Upregulated
mmu-miR-139-5p	mmu-miR-139-5p	3.18E-19	3.368271716	miRNA	NA	Upregulated
ENSMUSG00000030772	Dkk3	7.12E-05	3.370475634	protein_coding	protein_coding	Upregulated
ENSMUSG00000035277	Arx	1.42E-24	3.375543679	protein_coding	protein_coding	Upregulated
ENSMUSG00000075010	AW112010	2.25E-08	3.378889225	lincRNA	lincRNA	Upregulated
ENSMUSG00000099519	Gm29253	0.011239002	3.381654124	other	other	Upregulated
MSTRG.4255	MSTRG.4255	2.10E-07	3.382817778	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000042115	Klhdc8a	1.62E-19	3.383882214	protein_coding	protein_coding	Upregulated
ENSMUSG00000019232	Etnppl	3.30E-14	3.386146597	protein_coding	protein_coding	Upregulated
ENSMUSG00000027947	Il6ra	5.53E-34	3.388269981	protein_coding	protein_coding	Upregulated
ENSMUSG00000021728	Emb	1.64E-17	3.396589354	protein_coding	protein_coding	Upregulated
ENSMUSG00000052520	Cyp2j5	4.64E-07	3.398059	protein_coding	protein_coding	Upregulated
ENSMUSG00000004366	Sst	5.62E-07	3.401519168	protein_coding	protein_coding	Upregulated
ENSMUSG00000070687	Htr1d	1.51E-05	3.402308322	protein_coding	protein_coding	Upregulated
ENSMUSG00000068617	Efcab1	1.59E-09	3.404526048	protein_coding	protein_coding	Upregulated
ENSMUSG00000023224	Serping1	4.05E-16	3.410478335	protein_coding	protein_coding	Upregulated
ENSMUSG00000026686	Lmx1a	2.08E-19	3.414518612	protein_coding	protein_coding	Upregulated
ENSMUSG00000006575	Rundc3a	5.83E-13	3.415231275	protein_coding	protein_coding	Upregulated
ENSMUSG00000096847	Tmem151b	2.11E-11	3.416511141	protein_coding	protein_coding	Upregulated
ENSMUSG00000046410	Kcnk6	6.28E-14	3.421602727	protein_coding	protein_coding	Upregulated
ENSMUSG00000072849	Serpina1e	8.47E-11	3.422673638	protein_coding	protein_coding	Upregulated
ENSMUSG00000023092	Fhl1	1.22E-05	3.424904383	protein_coding	protein_coding	Upregulated
MSTRG.50410	MSTRG.50410	0.001319575	3.430278735	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000086550	Pla2g10os	9.29E-06	3.432425536	other	other	Upregulated
ENSMUSG00000030866	Ern2	1.42E-35	3.433021504	protein_coding	protein_coding	Upregulated
ENSMUSG00000010021	Kif19a	4.76E-15	3.434333567	protein_coding	protein_coding	Upregulated
ENSMUSG00000022762	Ncam2	1.26E-12	3.438098568	protein_coding	protein_coding	Upregulated
ENSMUSG00000019429	Ffar3	1.27E-18	3.440008839	protein_coding	protein_coding	Upregulated
ENSMUSG00000025089	Gfra1	1.10E-11	3.441111971	protein_coding	protein_coding	Upregulated
ENSMUSG00000056492	Adgrf5	7.87E-32	3.441922716	protein_coding	protein_coding	Upregulated
ENSMUSG00000050132	Sarm1	8.09E-07	3.44262044	protein_coding	protein_coding	Upregulated
ENSMUSG00000040528	Milr1	4.21E-09	3.442744366	protein_coding	protein_coding	Upregulated
ENSMUSG00000041046	Ramp3	5.89E-20	3.44742043	protein_coding	protein_coding	Upregulated
ENSMUSG00000091956	C2cd4b	0.003669049	3.448919898	protein_coding	protein_coding	Upregulated
ENSMUSG00000025738	Fbxl16	1.96E-34	3.453542365	protein_coding	protein_coding	Upregulated
ENSMUSG00000028445	Enho	1.68E-07	3.458418763	protein_coding	protein_coding	Upregulated
ENSMUSG00000032377	Plscr4	1.08E-11	3.45915012	protein_coding	protein_coding	Upregulated
ENSMUSG00000094328	Gm9125	1.26E-05	3.461378335	protein_coding	protein_coding	Upregulated
ENSMUSG00000021414	Fam217a	3.79E-10	3.462788718	protein_coding	protein_coding	Upregulated
ENSMUSG00000040136	Abcc8	1.75E-24	3.463298661	protein_coding	protein_coding	Upregulated
ENSMUSG00000025422	Agap2	1.03E-07	3.46467012	protein_coding	protein_coding	Upregulated
ENSMUSG00000027168	Pax6	2.54E-32	3.466070968	protein_coding	protein_coding	Upregulated
ENSMUSG00000021700	Rab3c	5.16E-15	3.469415715	protein_coding	protein_coding	Upregulated
ENSMUSG00000099148	Gm3331	2.12E-05	3.469429667	lincRNA	lincRNA	Upregulated
ENSMUSG00000040972	Igsf21	2.08E-15	3.469516024	protein_coding	protein_coding	Upregulated
ENSMUSG00000032502	Stac	4.57E-19	3.470043678	protein_coding	protein_coding	Upregulated
ENSMUSG00000073043	Atoh1	8.45E-39	3.478729702	protein_coding	protein_coding	Upregulated
ENSMUSG00000020234	4930404N11Rik	1.67E-06	3.483035277	protein_coding	protein_coding	Upregulated
ENSMUSG00000040856	Dlk1	0.002973009	3.484889805	protein_coding	protein_coding	Upregulated
ENSMUSG00000062444	Ap3b2	6.59E-15	3.487378683	protein_coding	protein_coding	Upregulated
ENSMUSG00000085830	Grin1os	1.84E-27	3.488604947	other	other	Upregulated
ENSMUSG00000026728	Vim	6.23E-46	3.489445649	protein_coding	protein_coding	Upregulated
ENSMUSG00000026828	Galnt5	9.21E-18	3.49068146	protein_coding	protein_coding	Upregulated
ENSMUSG00000020218	Wif1	2.34E-08	3.49203745	protein_coding	protein_coding	Upregulated
ENSMUSG00000025576	Rbfox3	9.79E-07	3.494987336	protein_coding	protein_coding	Upregulated
ENSMUSG00000021194	Chga	3.88E-49	3.495911891	protein_coding	protein_coding	Upregulated
ENSMUSG00000090071	Cdk5r2	2.29E-13	3.496948619	protein_coding	protein_coding	Upregulated
ENSMUSG00000045518	Onecut3	1.29E-15	3.499778668	protein_coding	protein_coding	Upregulated
ENSMUSG00000024512	Dynap	9.68E-06	3.501110004	protein_coding	protein_coding	Upregulated
ENSMUSG00000031099	Smarca1	3.12E-14	3.505990798	protein_coding	protein_coding	Upregulated
ENSMUSG00000019796	Lrp11	5.18E-41	3.513036321	protein_coding	protein_coding	Upregulated
ENSMUSG00000056035	Cyp3a11	2.35E-13	3.514711601	protein_coding	protein_coding	Upregulated
ENSMUSG00000021765	Fst	1.12E-07	3.51550868	protein_coding	protein_coding	Upregulated
ENSMUSG00000016200	Syt14	5.11E-13	3.517529123	protein_coding	protein_coding	Upregulated
ENSMUSG00000028008	Asic5	5.84E-05	3.518549441	protein_coding	protein_coding	Upregulated
ENSMUSG00000046242	Nme9	6.54E-07	3.525357257	protein_coding	protein_coding	Upregulated
ENSMUSG00000097730	Gm26588	3.21E-07	3.527937119	other	other	Upregulated
ENSMUSG00000022857	Tmprss15	0.000515481	3.528164798	protein_coding	protein_coding	Upregulated
ENSMUSG00000051314	Ffar2	1.44E-25	3.528898932	protein_coding	protein_coding	Upregulated
ENSMUSG00000037217	Syn1	1.14E-14	3.534262729	protein_coding	protein_coding	Upregulated
ENSMUSG00000035967	Ints6l	1.06E-09	3.536982617	protein_coding	protein_coding	Upregulated
ENSMUSG00000027748	Trpc4	2.61E-13	3.538632469	protein_coding	protein_coding	Upregulated
ENSMUSG00000043313	Pcdhb19	0.006235879	3.541257171	protein_coding	protein_coding	Upregulated
ENSMUSG00000056752	Dnah9	6.47E-15	3.542915008	protein_coding	protein_coding	Upregulated
ENSMUSG00000045912	C2cd4c	1.17E-34	3.543476435	protein_coding	protein_coding	Upregulated
ENSMUSG00000030107	Usp18	7.55E-11	3.547508978	protein_coding	protein_coding	Upregulated
ENSMUSG00000023387	Kcnk16	9.78E-17	3.550209396	protein_coding	protein_coding	Upregulated
ENSMUSG00000055197	Fev	2.20E-30	3.555473092	protein_coding	protein_coding	Upregulated
ENSMUSG00000026204	Ptprn	4.62E-29	3.557821652	protein_coding	protein_coding	Upregulated
ENSMUSG00000025329	Padi1	7.36E-10	3.562827693	protein_coding	protein_coding	Upregulated
ENSMUSG00000032315	Cyp1a1	6.51E-05	3.563848772	protein_coding	protein_coding	Upregulated
ENSMUSG00000020684	Rasl10b	0.00155564	3.564640876	protein_coding	protein_coding	Upregulated
ENSMUSG00000029275	Gfi1	2.10E-24	3.567665697	protein_coding	protein_coding	Upregulated
ENSMUSG00000051498	Tlr6	0.008219232	3.586622359	protein_coding	protein_coding	Upregulated
ENSMUSG00000061462	Obscn	4.01E-22	3.587144639	protein_coding	protein_coding	Upregulated
ENSMUSG00000053046	Brsk2	0.041114317	3.589061778	protein_coding	protein_coding	Upregulated
ENSMUSG00000020227	Irak3	5.69E-37	3.590512983	protein_coding	protein_coding	Upregulated
ENSMUSG00000022619	Mapk8ip2	3.22E-29	3.59144647	protein_coding	protein_coding	Upregulated
ENSMUSG00000096944	Gm26722	0.003740957	3.59298328	lincRNA	lincRNA	Upregulated
ENSMUSG00000037942	Crp	9.99E-10	3.595226343	protein_coding	protein_coding	Upregulated
ENSMUSG00000009394	Syn2	1.25E-23	3.595456906	protein_coding	protein_coding	Upregulated
ENSMUSG00000095930	Nim1k	1.98E-07	3.595668843	protein_coding	protein_coding	Upregulated
ENSMUSG00000031202	Rab39b	7.66E-05	3.595709161	protein_coding	protein_coding	Upregulated
ENSMUSG00000070423	Olfr558	1.27E-07	3.596541928	protein_coding	protein_coding	Upregulated
ENSMUSG00000021303	Gng4	1.80E-36	3.598667	protein_coding	protein_coding	Upregulated
ENSMUSG00000028139	Riiad1	2.65E-09	3.600363178	protein_coding	protein_coding	Upregulated
ENSMUSG00000010505	Myt1	4.68E-21	3.613176708	protein_coding	protein_coding	Upregulated
ENSMUSG00000066176	Gm12511	1.75E-22	3.613638468	lincRNA	lincRNA	Upregulated
ENSMUSG00000025551	Fgf14	4.24E-15	3.614136394	protein_coding	protein_coding	Upregulated
ENSMUSG00000041658	Rragb	1.09E-05	3.615588831	protein_coding	protein_coding	Upregulated
ENSMUSG00000004961	Syt5	1.64E-09	3.616190836	protein_coding	protein_coding	Upregulated
ENSMUSG00000021541	Trpc7	1.75E-24	3.616688965	protein_coding	protein_coding	Upregulated
ENSMUSG00000019124	Scrn1	2.52E-08	3.617655301	protein_coding	protein_coding	Upregulated
ENSMUSG00000000394	Gcg	3.04E-20	3.618209437	protein_coding	protein_coding	Upregulated
ENSMUSG00000036492	Rnf39	9.42E-34	3.619854309	protein_coding	protein_coding	Upregulated
ENSMUSG00000040605	Bace2	2.53E-43	3.619869253	protein_coding	protein_coding	Upregulated
ENSMUSG00000027350	Chgb	1.71E-36	3.622004507	protein_coding	protein_coding	Upregulated
ENSMUSG00000035357	Pdzrn3	3.39E-35	3.622778002	protein_coding	protein_coding	Upregulated
ENSMUSG00000040118	Cacna2d1	4.33E-30	3.624297811	protein_coding	protein_coding	Upregulated
ENSMUSG00000024553	Galr1	5.67E-20	3.62852838	protein_coding	protein_coding	Upregulated
ENSMUSG00000032181	Scg3	1.19E-24	3.629541838	protein_coding	protein_coding	Upregulated
ENSMUSG00000031144	Syp	6.02E-22	3.635825504	protein_coding	protein_coding	Upregulated
ENSMUSG00000068615	Gjd2	5.16E-09	3.636076368	protein_coding	protein_coding	Upregulated
ENSMUSG00000026163	Sphkap	2.06E-23	3.637895561	protein_coding	protein_coding	Upregulated
ENSMUSG00000038580	Sct	1.03E-33	3.638539855	protein_coding	protein_coding	Upregulated
ENSMUSG00000101605	Ace3	6.57E-07	3.63866262	protein_coding	protein_coding	Upregulated
ENSMUSG00000042258	Isl1	3.76E-25	3.6573403	protein_coding	protein_coding	Upregulated
ENSMUSG00000071178	Serpina1b	3.89E-12	3.659367792	protein_coding	protein_coding	Upregulated
ENSMUSG00000021337	Scgn	4.67E-29	3.663921033	protein_coding	protein_coding	Upregulated
ENSMUSG00000073293	Nudt10	5.02E-06	3.666605391	protein_coding	protein_coding	Upregulated
ENSMUSG00000024366	Gfra3	3.34E-49	3.667544303	protein_coding	protein_coding	Upregulated
ENSMUSG00000037852	Cpe	1.84E-49	3.667687141	protein_coding	protein_coding	Upregulated
ENSMUSG00000102184	Gm37192	7.58E-10	3.66919484	other	other	Upregulated
ENSMUSG00000036913	Trim67	3.65E-07	3.671030519	protein_coding	protein_coding	Upregulated
ENSMUSG00000024873	Cnih2	1.71E-12	3.672983586	protein_coding	protein_coding	Upregulated
ENSMUSG00000047867	Gimap6	5.80E-09	3.676609111	protein_coding	protein_coding	Upregulated
ENSMUSG00000026475	Rgs16	1.48E-08	3.678149861	protein_coding	protein_coding	Upregulated
ENSMUSG00000030329	Pianp	1.00E-08	3.680278448	protein_coding	protein_coding	Upregulated
ENSMUSG00000023473	Celsr3	1.09E-11	3.684295846	protein_coding	protein_coding	Upregulated
ENSMUSG00000103529	A730089K16Rik	1.11E-09	3.686766737	other	other	Upregulated
ENSMUSG00000027661	Slc2a10	1.07E-17	3.68729507	protein_coding	protein_coding	Upregulated
ENSMUSG00000030518	Fam189a1	5.57E-07	3.687659474	protein_coding	protein_coding	Upregulated
ENSMUSG00000050824	Sstr5	2.11E-19	3.693836874	protein_coding	protein_coding	Upregulated
ENSMUSG00000028137	Celf3	1.18E-31	3.69429655	protein_coding	protein_coding	Upregulated
ENSMUSG00000024029	Tff3	6.74E-42	3.694725478	protein_coding	protein_coding	Upregulated
mmu-miR-7a-2-3p	mmu-miR-7a-2-3p	4.20E-21	3.694774317	miRNA	NA	Upregulated
ENSMUSG00000052727	Map1b	4.50E-13	3.7000111	protein_coding	protein_coding	Upregulated
ENSMUSG00000040723	Rcsd1	3.09E-07	3.701969234	protein_coding	protein_coding	Upregulated
ENSMUSG00000029121	Crmp1	2.83E-12	3.702418568	protein_coding	protein_coding	Upregulated
ENSMUSG00000029875	Ccdc184	0.000101676	3.70247933	protein_coding	protein_coding	Upregulated
ENSMUSG00000055978	Fut2	1.06E-11	3.7066157	protein_coding	protein_coding	Upregulated
ENSMUSG00000056069	Fam105a	3.53E-35	3.710400087	protein_coding	protein_coding	Upregulated
ENSMUSG00000023236	Scg5	3.45E-74	3.715613961	protein_coding	protein_coding	Upregulated
ENSMUSG00000046999	1110032F04Rik	2.97E-16	3.716484166	protein_coding	protein_coding	Upregulated
ENSMUSG00000062380	Tubb3	1.53E-07	3.717077126	protein_coding	protein_coding	Upregulated
ENSMUSG00000025938	Slco5a1	0.000455908	3.719057218	protein_coding	protein_coding	Upregulated
ENSMUSG00000020953	Coch	3.15E-05	3.719157014	protein_coding	protein_coding	Upregulated
ENSMUSG00000020312	Shc2	7.47E-43	3.723028662	protein_coding	protein_coding	Upregulated
ENSMUSG00000029878	Dbpht2	8.14E-10	3.725508669	protein_coding	protein_coding	Upregulated
MSTRG.8641	MSTRG.8641	0.001164288	3.725961713	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
mmu-miR-184-3p	mmu-miR-184-3p	3.25E-15	3.731870391	miRNA	NA	Upregulated
MSTRG.14931	MSTRG.14931	3.18E-07	3.739322077	potential_novel_lncRNA	potential_novel_lncRNA	Upregulated
ENSMUSG00000035246	Pcyt1b	9.48E-08	3.739516205	protein_coding	protein_coding	Upregulated
ENSMUSG00000023017	Asic1	4.30E-06	3.741194851	protein_coding	protein_coding	Upregulated
ENSMUSG00000038112	AW551984	1.40E-08	3.74287042	protein_coding	protein_coding	Upregulated
ENSMUSG00000066191	Anks6	5.98E-22	3.745588455	protein_coding	protein_coding	Upregulated
ENSMUSG00000032773	Chrm1	1.36E-21	3.746182057	protein_coding	protein_coding	Upregulated
ENSMUSG00000044312	Neurog3	6.87E-12	3.75608321	protein_coding	protein_coding	Upregulated
ENSMUSG00000032338	Hcn4	5.41E-21	3.756905877	protein_coding	protein_coding	Upregulated
ENSMUSG00000017311	Pyy	0.003969365	3.761170371	protein_coding	protein_coding	Upregulated
ENSMUSG00000027514	Zbp1	3.53E-10	3.763157027	protein_coding	protein_coding	Upregulated
ENSMUSG00000020651	Slc26a4	1.76E-08	3.765400129	protein_coding	protein_coding	Upregulated
ENSMUSG00000027612	Mmp24	7.58E-17	3.773762444	protein_coding	protein_coding	Upregulated
ENSMUSG00000056812	St8sia3	6.49E-10	3.77680339	protein_coding	protein_coding	Upregulated
ENSMUSG00000110557	RP23-403G9.9	4.41E-21	3.777702399	other	other	Upregulated
ENSMUSG00000061601	Pclo	4.36E-11	3.784131572	protein_coding	protein_coding	Upregulated
ENSMUSG00000090293	Gm17034	0.003090648	3.787953498	other	other	Upregulated
ENSMUSG00000031428	Zcchc18	0.00095479	3.790649068	protein_coding	protein_coding	Upregulated
ENSMUSG00000029343	Crybb1	7.43E-07	3.796380252	protein_coding	protein_coding	Upregulated
ENSMUSG00000054423	Cadps	5.00E-20	3.797283117	protein_coding	protein_coding	Upregulated
ENSMUSG00000033200	Tpsg1	3.21E-20	3.797771857	protein_coding	protein_coding	Upregulated
