Human.Uniprot	Human.Ensembl	Mouse.Uniprot	Mouse.Ensembl	Hum.gene.syb
P43628	ENSG00000278369	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000274410	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000275008	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000283790	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000283708	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000274952	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000273887	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000277484	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000274108	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000276590	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000277924	P83555	ENSMUSG00000031424	KIR2DL3
P43628	ENSG00000277554	P83555	ENSMUSG00000031424	KIR2DL3
Q5SQ80	ENSG00000183148	Q05AC5	ENSMUSG00000027157	ANKRD20A2
P04746	ENSG00000243480	P00688	ENSMUSG00000096569	AMY2A
P04746	ENSG00000243480	P00688	ENSMUSG00000074268	AMY2A
P04746	ENSG00000243480	P00688	ENSMUSG00000096770	AMY2A
P04746	ENSG00000243480	P00688	ENSMUSG00000093931	AMY2A
Q14533	ENSG00000205426	E9Q1Y9	ENSMUSG00000067613	KRT81
P43628	ENSG00000284504	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000284241	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000284333	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000276459	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000273947	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000274402	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000243772	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000284510	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000283702	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000275623	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000278327	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000277317	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000284132	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000284044	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000276218	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000274830	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000275658	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000283996	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000284236	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000278369	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000274410	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000275008	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000283790	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000283708	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000274952	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000273887	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000277484	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000274108	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000276590	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000277924	Q673W2	ENSMUSG00000057439	KIR2DL3
P43628	ENSG00000277554	Q673W2	ENSMUSG00000057439	KIR2DL3
P46976	ENSG00000163754	Q9R062	ENSMUSG00000019528	GYG1
Q9H6Q3	ENSG00000101082	Q8R4L0	ENSMUSG00000027636	SLA2
O60268	ENSG00000135709	Q8R0A7	ENSMUSG00000031824	KIAA0513
Q01955	ENSG00000169031	Q9QZS0	ENSMUSG00000079465	COL4A3
Q8NGW6	ENSG00000180433	E9Q0M4	ENSMUSG00000046486	OR6K6
P12724	ENSG00000169397	O35292	ENSMUSG00000059606	RNASE3
Q8NGF6	ENSG00000172772	Q7TQQ5	ENSMUSG00000061387	OR10W1
Q8N6Q3	ENSG00000204936	Q8R2S8	ENSMUSG00000052212	CD177
Q96LT4	ENSG00000156671	Q9DA37	ENSMUSG00000021770	SAMD8
P98177	ENSG00000184481	Q9WVH3	ENSMUSG00000042903	FOXO4
P23280	ENSG00000131686	P18761	ENSMUSG00000028972	CA6
Q96PC3	ENSG00000152056	Q7TN05	ENSMUSG00000054702	AP1S3
P29965	ENSG00000102245	P27548	ENSMUSG00000031132	CD40LG
P20023	ENSG00000117322	P19070	ENSMUSG00000026616	CR2
Q96GA7	ENSG00000139410	Q8R238	ENSMUSG00000029596	SDSL
Q9BWD1	ENSG00000120437	Q80X81	ENSMUSG00000062480	ACAT2
Q9NX57	ENSG00000139832	P35295	ENSMUSG00000031504	RAB20
D6RCP7	ENSG00000248920	H9KUY1	-	USP17L19
P48436	ENSG00000125398	Q04887	ENSMUSG00000000567	SOX9
Q6IPX3	ENSG00000204071	Q8CCT4	ENSMUSG00000054034	TCEAL6
Q99965	ENSG00000276286	Q60718	ENSMUSG00000022039	ADAM2
Q99965	ENSG00000104755	Q60718	ENSMUSG00000022039	ADAM2
Q8IWS0	ENSG00000156531	Q9D4J7	ENSMUSG00000025626	PHF6
Q8N5S9	ENSG00000004660	Q8VBY2	ENSMUSG00000020785	CAMKK1
Q02962	ENSG00000075891	P32114	ENSMUSG00000004231	PAX2
Q8N128	ENSG00000151327	Q8BR63	ENSMUSG00000094103	FAM177A1
Q8N128	ENSG00000151327	Q8BR63	ENSMUSG00000095595	FAM177A1
Q96L11	ENSG00000275821	Q9D9P8	ENSMUSG00000029867	LLCFC1
Q96L11	ENSG00000165131	Q9D9P8	ENSMUSG00000029867	LLCFC1
Q15149	ENSG00000178209	Q9QXS1	ENSMUSG00000022565	PLEC
Q8IXZ3	ENSG00000164651	Q8BMJ8	ENSMUSG00000048562	SP8
Q9UGC6	ENSG00000091844	Q9QZB0	ENSMUSG00000019775	RGS17
Q9HCU9	ENSG00000174744	Q99N20	ENSMUSG00000080268	BRMS1
Q9BQ65	ENSG00000103005	Q91W78	ENSMUSG00000031792	USB1
Q14802	ENSG00000089356	Q61835	ENSMUSG00000057092	FXYD3
Q9NRR4	ENSG00000113360	Q5HZJ0	ENSMUSG00000022191	DROSHA
Q8IZD6	ENSG00000163393	Q504N2	ENSMUSG00000033147	SLC22A15
Q6PJG2	ENSG00000156030	E9Q2I4	ENSMUSG00000042507	ELMSAN1
O60422	ENSG00000205922	Q8K557	ENSMUSG00000045518	ONECUT3
Q8IYJ3	ENSG00000142765	Q99N80	ENSMUSG00000028860	SYTL1
Q9BQ49	ENSG00000214046	Q5RKS2	ENSMUSG00000044600	SMIM7
Q86UU5	ENSG00000179168	Q80WJ1	ENSMUSG00000031493	GGN
Q8N3A8	ENSG00000151883	Q3UD82	ENSMUSG00000021725	PARP8
Q3C1V8	ENSG00000188909	Q810B3	ENSMUSG00000054360	BSX
Q0VDD7	ENSG00000132016	Q6DIA7	ENSMUSG00000008129	C19orf57
H7BY17	-	Q8VGZ6	ENSMUSG00000073966	-
P98153	ENSG00000070413	P98154	ENSMUSG00000003166	DGCR2
P18887	ENSG00000073050	Q60596	ENSMUSG00000051768	XRCC1
Q8NCR3	ENSG00000166323	Q9D4W2	ENSMUSG00000005131	C11orf65
Q6T423	ENSG00000196600	Q91WJ2	ENSMUSG00000053303	SLC22A25
P41143	ENSG00000116329	P32300	ENSMUSG00000050511	OPRD1
Q9UM21	ENSG00000071073	Q812G0	ENSMUSG00000026110	MGAT4A
Q96NU0	ENSG00000154529	E9PY62	ENSMUSG00000033063	CNTNAP3B
O75891	ENSG00000144908	Q8R0Y6	ENSMUSG00000030088	ALDH1L1
Q8N9M5	ENSG00000181284	Q3UPR7	ENSMUSG00000089876	TMEM102
Q8N9M5	ENSG00000284228	Q3UPR7	ENSMUSG00000089876	TMEM102
P61224	ENSG00000127314	Q99JI6	ENSMUSG00000052681	RAP1B
P16860	ENSG00000120937	P40753	ENSMUSG00000029019	NPPB
Q53H54	ENSG00000183665	Q8BG71	ENSMUSG00000037085	TRMT12
Q9Y5U2	ENSG00000184281	Q9JHE7	ENSMUSG00000045752	TSSC4
Q3KR37	ENSG00000023171	Q80TI0	ENSMUSG00000040111	GRAMD1B
Q9Y5U5	ENSG00000186891	O35714	ENSMUSG00000041954	TNFRSF18
Q15459	ENSG00000099995	Q8K4Z5	ENSMUSG00000002129	SF3A1
Q9UGP4	ENSG00000144791	Q9QXD8	ENSMUSG00000025239	LIMD1
P23497	ENSG00000067066	O35892	ENSMUSG00000026222	SP100
Q15560	ENSG00000171703	Q9QVN7	ENSMUSG00000059540	TCEA2
P07437	ENSG00000232421	P99024	ENSMUSG00000001525	TUBB
P07437	ENSG00000229684	P99024	ENSMUSG00000001525	TUBB
P07437	ENSG00000183311	P99024	ENSMUSG00000001525	TUBB
P07437	ENSG00000235067	P99024	ENSMUSG00000001525	TUBB
P07437	ENSG00000232575	P99024	ENSMUSG00000001525	TUBB
P07437	ENSG00000224156	P99024	ENSMUSG00000001525	TUBB
P07437	ENSG00000196230	P99024	ENSMUSG00000001525	TUBB
P07437	ENSG00000227739	P99024	ENSMUSG00000001525	TUBB
Q96RD1	ENSG00000205330	Q8VFH8	ENSMUSG00000095696	OR6C1
P05013	ENSG00000120235	P01572	ENSMUSG00000095498	IFNA6
Q8WZ19	ENSG00000174943	Q8BGV7	ENSMUSG00000030685	KCTD13
Q96S42	ENSG00000156574	P43021	ENSMUSG00000037171	NODAL
Q9UF12	ENSG00000250799	Q8VCZ9	ENSMUSG00000036892	PRODH2
C9J6K1	ENSG00000235034	D3Z070	ENSMUSG00000008028	C19orf81
Q9UIF7	ENSG00000132781	Q99P21	ENSMUSG00000028687	MUTYH
Q12841	ENSG00000163430	Q62356	ENSMUSG00000022816	FSTL1
Q9UNW9	ENSG00000104967	G3UYX3	-	NOVA2
P25098	ENSG00000173020	Q99MK8	ENSMUSG00000024858	GRK2
Q3KP44	ENSG00000164512	Q8BLD6	ENSMUSG00000049985	ANKRD55
Q92667	ENSG00000121057	O08715	ENSMUSG00000018428	AKAP1
Q6IEG0	ENSG00000168566	Q9D361	ENSMUSG00000021431	SNRNP48
O43148	ENSG00000101654	Q9D0L8	ENSMUSG00000009535	RNMT
Q8WTV0	ENSG00000073060	Q61009	ENSMUSG00000037936	SCARB1
P14859	ENSG00000143190	P25425	ENSMUSG00000026565	POU2F1
Q8N423	ENSG00000275463	E9Q6M9	ENSMUSG00000030427	LILRB2
Q8N423	ENSG00000274513	E9Q6M9	ENSMUSG00000030427	LILRB2
Q8N423	ENSG00000276146	E9Q6M9	ENSMUSG00000030427	LILRB2
Q8N423	ENSG00000131042	E9Q6M9	ENSMUSG00000030427	LILRB2
Q8N423	ENSG00000277751	E9Q6M9	ENSMUSG00000030427	LILRB2
Q5VTJ3	ENSG00000179023	A2APT9	ENSMUSG00000078234	KLHDC7A
Q5T5W8	-	Q99J19	ENSMUSG00000051989	-
O00206	ENSG00000136869	Q9QUK6	ENSMUSG00000039005	TLR4
P04733	ENSG00000198417	P02798	ENSMUSG00000031762	MT1F
P37088	ENSG00000111319	Q61180	ENSMUSG00000030340	SCNN1A
Q8IXQ5	ENSG00000122550	Q8BUL5	ENSMUSG00000028986	KLHL7
A6NEJ1	-	A2BI74	ENSMUSG00000079702	-
Q00688	ENSG00000100442	Q62446	ENSMUSG00000020949	FKBP3
Q6NZ36	ENSG00000162585	Q3UN58	ENSMUSG00000073684	FAAP20
P52926	ENSG00000149948	P52927	ENSMUSG00000056758	HMGA2
Q9NQZ2	ENSG00000132467	Q9JI13	ENSMUSG00000070697	UTP3
O75829	ENSG00000136110	Q9Z1F6	ENSMUSG00000022025	CNMD
Q8TDR4	ENSG00000242220	Q80W76	ENSMUSG00000071322	TCP10L
Q9Y2F9	ENSG00000132640	P58545	ENSMUSG00000062098	BTBD3
P11712	ENSG00000138109	Q64458	ENSMUSG00000003053	CYP2C9
Q6RFH5	ENSG00000133316	Q8VCG3	ENSMUSG00000042729	WDR74
Q9NRX4	ENSG00000054148	Q9DAK9	ENSMUSG00000036504	PHPT1
Q6P1M0	ENSG00000167114	Q91VE0	ENSMUSG00000059316	SLC27A4
O43427	ENSG00000172500	Q9JI19	ENSMUSG00000024911	FIBP
Q13501	ENSG00000161011	Q64337	ENSMUSG00000015837	SQSTM1
Q6ZUJ8	ENSG00000155629	Q9EQ32	ENSMUSG00000025017	PIK3AP1
P51800	ENSG00000186510	Q9WUB7	ENSMUSG00000033770	CLCNKA
Q96P70	ENSG00000198700	Q91YE6	ENSMUSG00000041879	IPO9
Q01432	ENSG00000133805	O08739	ENSMUSG00000005686	AMPD3
P0C024	ENSG00000140876	Q99P30	ENSMUSG00000031767	NUDT7
Q9NR50	ENSG00000070785	B1AUN2	ENSMUSG00000028683	EIF2B3
C9JL84	ENSG00000132297	Q3TYV2	ENSMUSG00000072511	HHLA1
Q9GZU0	ENSG00000112308	Q99LU8	ENSMUSG00000019132	C6orf62
Q9H190	ENSG00000125775	Q99JZ0	ENSMUSG00000027456	SDCBP2
Q96EP0	ENSG00000092098	Q924T7	ENSMUSG00000047098	RNF31
Q6UW60	ENSG00000115257	P29121	ENSMUSG00000020131	PCSK4
P35250	ENSG00000049541	Q9WUK4	ENSMUSG00000023104	RFC2
A6NN14	ENSG00000196350	Q80VN4	ENSMUSG00000058093	ZNF729
A6NN14	ENSG00000279552	Q80VN4	ENSMUSG00000058093	ZNF729
Q9Y639	ENSG00000156642	P97300	ENSMUSG00000032336	NPTN
A6NGE7	ENSG00000183463	Q283N4	ENSMUSG00000075543	URAD
Q8TCF1	ENSG00000104231	Q8BFR6	ENSMUSG00000039795	ZFAND1
Q8TD16	ENSG00000185963	Q921C5	ENSMUSG00000037933	BICD2
Q9P275	ENSG00000055483	B1AQJ2	ENSMUSG00000033909	USP36
Q9P1Y5	ENSG00000076826	Q80VC9	ENSMUSG00000044433	CAMSAP3
Q9BV57	ENSG00000280830	Q99JT9	ENSMUSG00000020629	ADI1
Q9BV57	ENSG00000182551	Q99JT9	ENSMUSG00000020629	ADI1
P01562	ENSG00000197919	P01572	ENSMUSG00000095498	IFNA13; IFNA1
P01562	ENSG00000233816	P01572	ENSMUSG00000095498	IFNA13; IFNA1
Q9UKR0	ENSG00000186474	B2RVZ0	ENSMUSG00000044430	KLK12
P19387	ENSG00000102978	P97760	ENSMUSG00000031783	POLR2C
P80297	ENSG00000187193	P02798	ENSMUSG00000031762	MT1X
Q9Y5E8	ENSG00000113248	Q91XZ8	ENSMUSG00000073591	PCDHB15
P42331	ENSG00000163219	Q8BYW1	ENSMUSG00000030047	ARHGAP25
Q15043	ENSG00000104635	Q75N73	ENSMUSG00000022094	SLC39A14
Q9Y4E6	ENSG00000091157	Q920I9	ENSMUSG00000040560	WDR7
D6R9N7	ENSG00000250844	G5E8G2	ENSMUSG00000057321	USP17L18
Q86Z23	ENSG00000186897	Q4ZJM9	ENSMUSG00000001076	C1QL4
P61328	ENSG00000114279	P61329	ENSMUSG00000022523	FGF12
Q86XR5	ENSG00000274089	Q810F0	ENSMUSG00000041669	PRIMA1
Q86XR5	ENSG00000175785	Q810F0	ENSMUSG00000041669	PRIMA1
Q6ZT98	ENSG00000137941	A4Q9F0	ENSMUSG00000036745	TTLL7
Q8NGK6	ENSG00000232268	E9Q549	ENSMUSG00000073969	OR52I1
Q04864	ENSG00000162924	P15307	ENSMUSG00000020275	REL
Q96AP0	ENSG00000102977	Q5EE38	ENSMUSG00000038000	ACD
Q70CQ2	ENSG00000115464	Q6ZQ93	ENSMUSG00000056342	USP34
Q86VE0	ENSG00000176182	Q8R4U1	ENSMUSG00000048481	MYPOP
Q969X5	ENSG00000113719	Q9DC16	ENSMUSG00000001576	ERGIC1
Q9H079	ENSG00000134152	Q9CWJ3	ENSMUSG00000027132	KATNBL1
P02452	ENSG00000108821	P11087	ENSMUSG00000001506	COL1A1
Q14191	ENSG00000165392	O09053	ENSMUSG00000031583	WRN
Q96KT7	ENSG00000177710	Q5F297	ENSMUSG00000018776	SLC35G5
Q7RTT4	-	A2BI93	ENSMUSG00000068218	SSX8
Q66K66	ENSG00000188760	Q8BG75	ENSMUSG00000051703	TMEM198
Q9NU63	ENSG00000234669	Q8C6P8	ENSMUSG00000036036	ZFP57
Q9NU63	ENSG00000226858	Q8C6P8	ENSMUSG00000036036	ZFP57
Q9NU63	ENSG00000204644	Q8C6P8	ENSMUSG00000036036	ZFP57
Q9NU63	ENSG00000232099	Q8C6P8	ENSMUSG00000036036	ZFP57
Q9NU63	ENSG00000223852	Q8C6P8	ENSMUSG00000036036	ZFP57
Q9NU63	ENSG00000206510	Q8C6P8	ENSMUSG00000036036	ZFP57
Q9NU63	ENSG00000227858	Q8C6P8	ENSMUSG00000036036	ZFP57
Q9NU63	ENSG00000223858	Q8C6P8	ENSMUSG00000036036	ZFP57
Q96MT7	ENSG00000206530	E9Q5M6	ENSMUSG00000071550	CFAP44
Q8WWF1	ENSG00000118292	Q8R2K8	ENSMUSG00000038543	C1orf54
Q9H207	ENSG00000166363	Q7TRN0	ENSMUSG00000049674	OR10A5
P29218	ENSG00000133731	O55023	ENSMUSG00000027531	IMPA1
Q8IZ07	ENSG00000076513	Q80UP5	ENSMUSG00000041870	ANKRD13A
Q16514	ENSG00000120656	Q8VE65	ENSMUSG00000028899	TAF12
P31483	ENSG00000116001	P52912	ENSMUSG00000071337	TIA1
Q69YN2	ENSG00000095485	Q8CI33	ENSMUSG00000025200	CWF19L1
Q32MQ0	ENSG00000141579	Q8BH05	ENSMUSG00000039238	ZNF750
Q16602	ENSG00000064989	Q9R1W5	ENSMUSG00000059588	CALCRL
Q92527	ENSG00000106013	Q9D504	ENSMUSG00000029517	ANKRD7
Q86WA8	ENSG00000102910	Q9DBN5	ENSMUSG00000047866	LONP2
Q9Y617	ENSG00000135069	Q99K85	ENSMUSG00000024640	PSAT1
Q9BQ69	ENSG00000133315	Q922B1	ENSMUSG00000036278	MACROD1
Q5DID0	ENSG00000177398	Q5DID3	ENSMUSG00000054134	UMODL1
Q9ULI0	ENSG00000119778	E9Q166	ENSMUSG00000052812	ATAD2B
P11388	ENSG00000131747	Q01320	ENSMUSG00000020914	TOP2A
Q86UK5	ENSG00000173040	Q8K1G2	ENSMUSG00000050248	EVC2
Q8NEZ5	ENSG00000167196	Q78JE5	ENSMUSG00000032309	FBXO22
Q9NY33	ENSG00000254986	Q99KK7	ENSMUSG00000063904	DPP3
Q5JTZ5	ENSG00000188959	Q8K0M7	ENSMUSG00000052117	C9orf152
O95232	ENSG00000108848	Q5SUF2	ENSMUSG00000020863	LUC7L3
P41221	ENSG00000114251	P22725	ENSMUSG00000021994	WNT5A
Q6ZMM2	ENSG00000185761	D3Z689	ENSMUSG00000043822	ADAMTSL5
O75121	ENSG00000198948	Q9D3X9	ENSMUSG00000031647	MFAP3L
Q14457	ENSG00000126581	O88597	ENSMUSG00000035086	BECN1
Q9BYG4	ENSG00000178184	Q9JK84	ENSMUSG00000056214	PARD6G
Q6UWM5	ENSG00000173401	Q9DAG6	ENSMUSG00000020213	GLIPR1L1
O75427	ENSG00000077454	Q921G6	ENSMUSG00000093445	LRCH4
Q9HC36	ENSG00000171861	Q5ND52	ENSMUSG00000038046	MRM3
P27986	ENSG00000145675	P26450	ENSMUSG00000041417	PIK3R1
O14715	ENSG00000169629	Q9ERU9	ENSMUSG00000003226	RGPD8
Q9BZ11	ENSG00000149451	Q923W9	ENSMUSG00000027318	ADAM33
Q99418	ENSG00000105443	P63034	ENSMUSG00000003269	CYTH2
Q6NT89	ENSG00000253368	Q80ZI1	ENSMUSG00000056596	TRNP1
Q8TDX6	ENSG00000147408	Q8BJQ9	ENSMUSG00000036356	CSGALNACT1
Q8NC67	ENSG00000171208	Q8BNJ6	ENSMUSG00000036902	NETO2
O75340	ENSG00000249915	P12815	ENSMUSG00000021576	PDCD6
A6NM36	ENSG00000206422	Q3UV48	ENSMUSG00000073375	LRRC30
Q9BYJ9	ENSG00000149658	P59326	ENSMUSG00000038848	YTHDF1
O14745	ENSG00000109062	P70441	ENSMUSG00000020733	SLC9A3R1
P40225	ENSG00000090534	P40226	ENSMUSG00000022847	THPO
Q9Y2K2	ENSG00000160584	Q6P4S6	ENSMUSG00000034135	SIK3
Q8WTR4	ENSG00000158555	Q640M6	ENSMUSG00000035314	GDPD5
O94779	ENSG00000149972	P68500	ENSMUSG00000039488	CNTN5
Q8TCB0	ENSG00000137965	Q8BV66	ENSMUSG00000028037	IFI44
Q2Y0W8	ENSG00000050438	Q8JZR6	ENSMUSG00000023032	SLC4A8
Q9UBU3	ENSG00000157017	Q9EQX0	ENSMUSG00000064177	GHRL
Q9HCJ3	ENSG00000162437	Q7TPD6	ENSMUSG00000035275	RAVER2
O14524	ENSG00000166881	Q6ZQE4	ENSMUSG00000040195	NEMP1
Q92523	ENSG00000205560	Q924X2	ENSMUSG00000078937	CPT1B
P49459	ENSG00000077721	Q9Z255	ENSMUSG00000016308	UBE2A
Q8NG81	ENSG00000177186	Q8VFA2	ENSMUSG00000050158	OR2M7
Q8NGF4	ENSG00000172464	Q8VFK7	ENSMUSG00000046975	OR5AP2
Q86XN7	ENSG00000120685	Q5PRE5	ENSMUSG00000049504	PROSER1
Q9P2B2	ENSG00000134247	Q9WV91	ENSMUSG00000027864	PTGFRN
Q6P1M3	ENSG00000073350	Q3TJ91	ENSMUSG00000020782	LLGL2
Q13425	ENSG00000168807	Q61235	ENSMUSG00000041308	SNTB2
Q13425	ENSG00000260873	Q61235	ENSMUSG00000041308	SNTB2
O95198	ENSG00000109466	Q8JZP3	ENSMUSG00000031605	KLHL2
Q92185	ENSG00000111728	Q64687	ENSMUSG00000030283	ST8SIA1
Q8N4C6	ENSG00000100503	Q61043	ENSMUSG00000021068	NIN
Q16595	ENSG00000165060	O35943	ENSMUSG00000059363	FXN
P46091	ENSG00000183671	Q8K087	ENSMUSG00000046856	GPR1
P46091	ENSG00000283448	Q8K087	ENSMUSG00000046856	GPR1
Q8N136	ENSG00000123977	D3Z7A5	ENSMUSG00000053161	DAW1
Q9BX79	ENSG00000137868	O70491	ENSMUSG00000032327	STRA6
Q6UWM9	ENSG00000135220	Q8BWQ1	ENSMUSG00000035780	UGT2A3
Q6UWM9	ENSG00000278216	Q8BWQ1	ENSMUSG00000035780	UGT2A3
O95863	ENSG00000124216	Q02085	ENSMUSG00000042821	SNAI1
Q53FV1	ENSG00000123353	Q9CQZ0	ENSMUSG00000025353	ORMDL2
Q8N5K1	ENSG00000145354	Q9CQB5	ENSMUSG00000028165	CISD2
Q6ZSS7	ENSG00000151690	Q8CBH5	ENSMUSG00000041439	MFSD6
Q9NP50	ENSG00000139146	Q8C8M1	ENSMUSG00000039985	SINHCAF
Q9NP50	ENSG00000276371	Q8C8M1	ENSMUSG00000039985	SINHCAF
Q4UJ75	ENSG00000172014	Q05AC5	ENSMUSG00000027157	ANKRD20A4
Q9BPW8	ENSG00000184117	O55125	ENSMUSG00000034285	NIPSNAP1
P40818	ENSG00000138592	Q80U87	ENSMUSG00000027363	USP8
O43175	ENSG00000092621	Q61753	ENSMUSG00000053398	PHGDH
Q8NAC3	ENSG00000163702	Q8K4C2	ENSMUSG00000030281	IL17RC
Q9NPB0	ENSG00000112167	Q8K190	ENSMUSG00000045107	SAYSD1
Q6XE24	ENSG00000144642	Q8BWL5	ENSMUSG00000039607	RBMS3
P03886	ENSG00000198888	P03888	ENSMUSG00000064341	MT-ND1
Q8NGN4	ENSG00000236981	Q8VH08	ENSMUSG00000060254	OR10G9
Q6ZN55	ENSG00000105732	Q8BY46	ENSMUSG00000045252	ZNF574
Q99437	ENSG00000117410	Q91V37	ENSMUSG00000033379	ATP6V0B
Q9NRP0	ENSG00000198856	Q78XF5	ENSMUSG00000041084	OSTC
Q9Y5B8	ENSG00000143156	Q9QXL8	ENSMUSG00000026575	NME7
Q5VUR7	ENSG00000276203	Q9D4J9	ENSMUSG00000026774	ANKRD20A3
Q8N4Q1	ENSG00000163528	Q8VEA4	ENSMUSG00000034203	CHCHD4
P32969	ENSG00000163682	G3UW34	-	RPL9P7; RPL9P8; RPL9; RPL9P9
Q69YU5	ENSG00000204954	Q8BTC1	ENSMUSG00000063320	C12orf73
Q9UK08	ENSG00000167414	P63078	ENSMUSG00000063594	GNG8
O43293	ENSG00000167657	O54784	ENSMUSG00000034974	DAPK3
Q86WI1	ENSG00000205038	Q80ZA4	ENSMUSG00000038725	PKHD1L1
Q96P16	ENSG00000141425	Q8VDS4	ENSMUSG00000040446	RPRD1A
P33527	ENSG00000103222	O35379	ENSMUSG00000023088	ABCC1
P33527	ENSG00000278183	O35379	ENSMUSG00000023088	ABCC1
Q6ZNA4	ENSG00000157450	Q99ML9	ENSMUSG00000032217	RNF111
Q52LD8	ENSG00000162944	Q8CHX7	ENSMUSG00000025978	RFTN2
P0DKB5	ENSG00000261594	Q8C013	ENSMUSG00000096606	TPBGL
P60323	ENSG00000187556	P60324	ENSMUSG00000056155	NANOS3
P47881	ENSG00000180090	Q8VFX7	ENSMUSG00000063116	OR3A1
P35544	ENSG00000149806	P35545	ENSMUSG00000038274	FAU
O94832	ENSG00000176658	Q5SYD0	ENSMUSG00000035441	MYO1D
Q9BWE0	ENSG00000214022	Q5U4E2	ENSMUSG00000052751	REPIN1
Q96F83	ENSG00000140104	Q8BHN9	ENSMUSG00000037594	CLBA1
P10606	ENSG00000135940	P19536	ENSMUSG00000061518	COX5B
P60331	ENSG00000215455	J3QMD1	ENSMUSG00000096380	KRTAP10-1
K7EMB3	-	Q3V460	ENSMUSG00000074754	-
Q9UQC2	ENSG00000033327	Q9Z1S8	ENSMUSG00000004508	GAB2
O94854	ENSG00000127603	Q69ZZ9	-	KIAA0754
Q9Y3T9	ENSG00000188976	Q9WV70	ENSMUSG00000095567	NOC2L
P41162	ENSG00000117036	Q8R4Z4	ENSMUSG00000003382	ETV3
Q86VD1	ENSG00000114487	Q9WVL5	ENSMUSG00000022652	MORC1
P19174	ENSG00000124181	Q62077	ENSMUSG00000016933	PLCG1
O00443	ENSG00000011405	Q61194	ENSMUSG00000030660	PIK3C2A
P61619	ENSG00000058262	P61620	ENSMUSG00000030082	SEC61A1
Q9UKU0	ENSG00000164398	Q91WC3	ENSMUSG00000020333	ACSL6
P13682	ENSG00000281306	G3X9I0	ENSMUSG00000057895	ZNF35
P13682	ENSG00000169981	G3X9I0	ENSMUSG00000057895	ZNF35
Q15438	ENSG00000108669	Q9QX11	ENSMUSG00000017132	CYTH1
Q9UKU6	ENSG00000072657	Q8K093	ENSMUSG00000050663	TRHDE
Q8IYT4	ENSG00000167216	Q9D3R6	ENSMUSG00000025420	KATNAL2
Q8TAA9	ENSG00000173218	Q80Z96	ENSMUSG00000027860	VANGL1
Q8TDU5	-	Q8R2D1	ENSMUSG00000093501	VN1R17P
Q8N7C0	ENSG00000162763	Q5M8M9	ENSMUSG00000040485	LRRC52
Q5T7M4	ENSG00000184163	Q8R2Z0	ENSMUSG00000023571	C1QTNF12
P45973	ENSG00000094916	Q61686	ENSMUSG00000009575	CBX5
Q9UGC7	ENSG00000112031	Q8BJU9	ENSMUSG00000019774	MTRF1L
Q53FT3	ENSG00000149196	Q9DD02	ENSMUSG00000062797	HIKESHI
Q8IVW6	ENSG00000179361	Q9Z1N7	ENSMUSG00000004661	ARID3B
