Human Uniprot	Human Ensembl	Mouse Uniprot	Mouse Ensembl
Q8NGI3	ENSG00000181023	Q7TRP7	ENSMUSG00000073923
Q96PD4	ENSG00000112116	Q7TNI7	ENSMUSG00000041872
P20908	ENSG00000130635	O88207	ENSMUSG00000026837
Q96Q07	ENSG00000183826	Q8C726	ENSMUSG00000062202
P06400	ENSG00000139687	P13405	ENSMUSG00000022105
Q96JK9	ENSG00000196782	D4QGC2	ENSMUSG00000061143
P48230	ENSG00000169903	Q91XD3	ENSMUSG00000027801
Q8N7B7	ENSG00000278289; ENSG00000228836; ENSG00000269096; ENSG00000273696	Q3UJ22	ENSMUSG00000064016
Q6PEW1	ENSG00000174460	Q9CZA5	ENSMUSG00000036699
P63027	ENSG00000220205	P63044	ENSMUSG00000020894
Q9UNU6	ENSG00000180432	O88962	ENSMUSG00000050445
P18505	ENSG00000163288	P50571	ENSMUSG00000029212
Q9Y4P3	ENSG00000106638	Q9R099	ENSMUSG00000005374
Q9UBC3	ENSG00000088305	O88509	ENSMUSG00000027478
Q6Y1H2	ENSG00000206527	Q9D3B1	ENSMUSG00000035376
Q6PK04	ENSG00000185298	Q8R0K4	ENSMUSG00000049957
O43761	ENSG00000127561	Q8R191	ENSMUSG00000007021
Q9NZV1	ENSG00000277354; ENSG00000150938	Q9JLL0	ENSMUSG00000024074
O15357	ENSG00000165458	Q6P549	ENSMUSG00000032737
Q96LB1	ENSG00000183695	Q3UG61	ENSMUSG00000070547
P0C7T5	ENSG00000224470	P0C7T6	ENSMUSG00000069895
Q7Z7F7	ENSG00000162910	Q9CZ83	ENSMUSG00000036860
Q9P2E5	ENSG00000033100	Q3UU43	ENSMUSG00000038181
Q8IUC4	ENSG00000131941	Q8BWR8	ENSMUSG00000030494
Q9BYQ8	ENSG00000212722; ENSG00000262121	A2A4L9	ENSMUSG00000078258
O75391	ENSG00000091640	Q7TNE3	ENSMUSG00000018287
Q9NZL4	ENSG00000133265	Q99P31	ENSMUSG00000063802
Q9UJY4	ENSG00000103365	Q6P5E6	ENSMUSG00000030872
Q92871	ENSG00000100417	O35621	ENSMUSG00000022474
Q7Z3T1	ENSG00000238243	Q5NCD6	ENSMUSG00000060030
Q9UBZ9	ENSG00000135945	Q920Q2	ENSMUSG00000026082
Q9Y252	ENSG00000127870	Q9DBU5	ENSMUSG00000029634
Q9BPZ7	ENSG00000119487	Q8BKH7	ENSMUSG00000038696
Q16674	ENSG00000261857	Q61865	ENSMUSG00000089661
P01569	ENSG00000147873	P01572	ENSMUSG00000095498
P00813	ENSG00000196839	P03958	ENSMUSG00000017697
Q9Y2K9	ENSG00000145087	Q5DQR4	ENSMUSG00000022829
Q8N7C4	ENSG00000172738	Q14AF1	ENSMUSG00000091614; ENSMUSG00000079580
Q9BSH5	ENSG00000119431	Q9CYW4	ENSMUSG00000038422
A6NIV6	ENSG00000188306	A6H6A4	ENSMUSG00000027703
O94805	ENSG00000077080	Q99MR0	ENSMUSG00000029712
Q5VZR2	ENSG00000188152	Q3V0C3	ENSMUSG00000071909
O15534	ENSG00000179094	O35973	ENSMUSG00000020893
Q9NXL9	ENSG00000111877	Q2KHI9	ENSMUSG00000058298
P54819	ENSG00000004455	Q9WTP6	ENSMUSG00000028792
Q8NGP2	ENSG00000262796; ENSG00000172487	Q7TR75	ENSMUSG00000075187
Q8TF76	ENSG00000177602	Q9Z0R0	ENSMUSG00000050107
Q8N130	ENSG00000198569	Q80SU6	ENSMUSG00000006469
Q8NCE2	ENSG00000163719	Q8VEL2	ENSMUSG00000030269
P49840	ENSG00000105723	Q2NL51	ENSMUSG00000057177
Q96P71	ENSG00000125967	Q9D6J4	ENSMUSG00000027489
Q92771	-	Q6AXC6	ENSMUSG00000035842
P78334	ENSG00000102287	A2AMW3	ENSMUSG00000031340
Q8TCG2	ENSG00000038210; ENSG00000281028	Q8CBQ5	ENSMUSG00000029186
Q6UVJ0	ENSG00000156876	Q80UK7	ENSMUSG00000027959
Q8WUM4	ENSG00000170248	Q9WU78	ENSMUSG00000032504
Q9Y2P4	ENSG00000113396	E9Q9W4	ENSMUSG00000024600
Q96L03	ENSG00000162814	Q9D552	ENSMUSG00000026611
P31948	ENSG00000168439	Q60864	ENSMUSG00000024966
Q9Y2C2	ENSG00000111962	Q8BUB6	ENSMUSG00000047712
P36969	ENSG00000167468	Q91XR9	ENSMUSG00000075706
P12074	ENSG00000111775	P43024	ENSMUSG00000041697
O00522	ENSG00000001631	Q6S5J6	ENSMUSG00000000600
O94913	ENSG00000165494	G3X9Z4	ENSMUSG00000041328
O60397	-	P48771	ENSMUSG00000032330
O60242	ENSG00000135298	Q80ZF8	ENSMUSG00000033569
Q9Y6R6	ENSG00000128000; ENSG00000281601	E9Q2S6	ENSMUSG00000063047
Q70UQ0	ENSG00000166130	Q9DBZ1	ENSMUSG00000019975
P13637	ENSG00000105409	Q6PIC6	ENSMUSG00000040907
A6ND36	ENSG00000188522	Q5SWY7	ENSMUSG00000042377
Q09327	ENSG00000128268	Q10470	ENSMUSG00000042428
Q96E09	ENSG00000187866	Q9DB52	ENSMUSG00000074922
Q6P1X6	ENSG00000213563	Q8VE95	ENSMUSG00000033707
Q6VMQ6	ENSG00000171681	Q7TT18	ENSMUSG00000030213
Q8NEM7	ENSG00000102710	Q7TT00	ENSMUSG00000027751
Q9BXJ8	ENSG00000189077	Q8C1E7	ENSMUSG00000039886
Q9HD47	ENSG00000108961	Q9JIB0	ENSMUSG00000032892
Q96FN9	ENSG00000129480	Q8BHA3	ENSMUSG00000020956
Q2NKJ3	ENSG00000178971	Q5SUQ9	ENSMUSG00000020898
O95685	ENSG00000132825	A2AJW4	ENSMUSG00000049999
Q6TCH4	ENSG00000160781	Q6TCG5	ENSMUSG00000041423
P05015	ENSG00000147885	Q80SU4	ENSMUSG00000063376
Q7Z449	ENSG00000155016	Q9CX98	ENSMUSG00000027983
Q4KMQ2	ENSG00000177119	Q6P9J9	ENSMUSG00000064210
Q9BT78	ENSG00000138663	O88544	ENSMUSG00000035297
Q01523	ENSG00000164816	E9QPZ2	ENSMUSG00000074444
Q6NVV3	ENSG00000163293	Q8BMW7	ENSMUSG00000067219
Q8N9N7	ENSG00000180979	Q9D1G5	ENSMUSG00000027286
Q9H4Z3	ENSG00000100982	P59114	ENSMUSG00000039849
P01009	ENSG00000277377; ENSG00000197249	Q00898	ENSMUSG00000072849
Q96BH1	ENSG00000163481	Q9QZR0	ENSMUSG00000026171
Q15050	ENSG00000179041	Q9CYH6	ENSMUSG00000061024
P78539	ENSG00000101955	Q9R0M3	ENSMUSG00000090084
Q8NH74	ENSG00000276451; ENSG00000279000; ENSG00000280899	K7N645	ENSMUSG00000066239
Q96PT3	-	Q2MDF8	ENSMUSG00000079630
O60610	ENSG00000131504	O08808	ENSMUSG00000024456
P11836	ENSG00000156738	P19437	ENSMUSG00000024673
Q2PPJ7	ENSG00000188559	A3KGS3	ENSMUSG00000037110
P24462	ENSG00000160870; ENSG00000282301	Q64464	ENSMUSG00000029727
Q8NGC9	ENSG00000176198	E9PXH6	ENSMUSG00000057179
Q96BM9	ENSG00000143862	Q8VEH3	ENSMUSG00000026426
Q8WYA1	ENSG00000029153	Q2VPD4	ENSMUSG00000040187
Q969N4	ENSG00000146385	Q5QD06	ENSMUSG00000100186
Q2TBC4	ENSG00000278224	D3Z6Q6	ENSMUSG00000096549
P18065	ENSG00000115457	P47877	ENSMUSG00000039323
Q8TDU9	ENSG00000173080	Q7TQP4	ENSMUSG00000049741
P0C7I0	ENSG00000237038	G5E8I7	ENSMUSG00000058976
Q96CS7	ENSG00000115762	Q9QZC7	ENSMUSG00000026123
Q8NDX1	ENSG00000125637	Q8BLR5	ENSMUSG00000026979
A6NMY6	-	P07356	ENSMUSG00000032231
P13747	ENSG00000206493; ENSG00000225201; ENSG00000233904; ENSG00000204592; ENSG00000236632; ENSG00000230254; ENSG00000229252	P79568	ENSMUSG00000073409
Q8NCB2	ENSG00000164076	Q3UHL1	ENSMUSG00000032936
Q8N7J2	ENSG00000165566	Q8CCJ4	ENSMUSG00000021986
Q9UGM6	ENSG00000116874	Q9CYK1	ENSMUSG00000004233
Q7Z5Y7	ENSG00000112078	Q8CDD8	ENSMUSG00000005936
P55000	ENSG00000126233	Q9Z0K7	ENSMUSG00000022596
Q5MAI5	ENSG00000205111	Q3TZA2	ENSMUSG00000033966
P62873	ENSG00000078369	P62874	ENSMUSG00000029064
P07948	ENSG00000254087	P25911	ENSMUSG00000042228
P19397	ENSG00000143119	Q61451	ENSMUSG00000040747
Q9UFH2	ENSG00000187775	Q69Z23	ENSMUSG00000033987
Q9Y2Z4	ENSG00000139131	Q8BYL4	ENSMUSG00000022792
Q9BSJ6	ENSG00000129195	Q8BFY7	ENSMUSG00000020808
O60239	ENSG00000131370	Q9Z131	ENSMUSG00000021892
O75596	ENSG00000166509	Q9EPW4	ENSMUSG00000008874
Q9H0B6	ENSG00000174996	O88448	ENSMUSG00000024862
Q9H210	ENSG00000166368	E9Q725	ENSMUSG00000062987
Q9C0B9	ENSG00000141664	Q69ZB8	ENSMUSG00000038866
Q6UXL0	ENSG00000174564	E9Q9A6	ENSMUSG00000044244
O14578	ENSG00000122966	P49025	ENSMUSG00000029516
Q8IYP2	ENSG00000258223; ENSG00000276785	Q8BW11	ENSMUSG00000051936
Q9ULU8	ENSG00000163618	Q80TJ1	ENSMUSG00000054423
Q9BYJ4	ENSG00000258659	Q99PP6	ENSMUSG00000056144
P05388	ENSG00000089157	E9Q070	-
Q9H0U3	ENSG00000102158	Q9CQY5	ENSMUSG00000031232
Q8TD20	ENSG00000146411	Q8BFW9	ENSMUSG00000037490
Q5TYM5	ENSG00000196550	Q8BFZ8	ENSMUSG00000055184
Q5T9Z0	ENSG00000203730	Q8CC62	ENSMUSG00000043282
Q5MNZ6	ENSG00000141580	Q9CR39	ENSMUSG00000025173
Q15526	ENSG00000280627; ENSG00000148290	P09925	ENSMUSG00000015790
Q2VPA4	ENSG00000197721	Q64735	ENSMUSG00000016481
H3BR39	ENSG00000227868	Q9CPU3	ENSMUSG00000036921
P62502	ENSG00000267206	A2AJB9	ENSMUSG00000045684
Q6UXG8	ENSG00000165810	Q8BJE2	ENSMUSG00000040283
Q3SYB3	ENSG00000273514	Q60688	ENSMUSG00000051490
Q9P2S5	ENSG00000116213	Q9JM98	ENSMUSG00000029029
O14874	ENSG00000103507	O55028	ENSMUSG00000030802
Q8IVV8	ENSG00000101198	Q9JMG4	ENSMUSG00000027574
Q9UHP7	ENSG00000069493	Q91V08	ENSMUSG00000030157
O75678	ENSG00000128253	Q8VH31	ENSMUSG00000035191
Q96LB4	ENSG00000263014; ENSG00000151418	Q8BMC1	ENSMUSG00000026394
P00414	ENSG00000198938	P00416	ENSMUSG00000064358
Q86YD5	ENSG00000179241	A2AR95	ENSMUSG00000048058
Q12918	ENSG00000111796	P27811	ENSMUSG00000030361
P20338	ENSG00000168118	P56371	ENSMUSG00000019478
Q9UHC7	ENSG00000133606	Q9QXP6	ENSMUSG00000029922
Q7Z570	ENSG00000170396	A2AKY4	ENSMUSG00000070866
Q8IXH7	ENSG00000101158	Q922L6	ENSMUSG00000016253
O75956	ENSG00000167797	Q9CPY4	ENSMUSG00000024856; ENSMUSG00000097485
O15091	ENSG00000100890	Q8JZY4	ENSMUSG00000021023
Q2TBE0	ENSG00000152404	Q8BG79	ENSMUSG00000025898
Q9BXF9	ENSG00000125409	Q6X6Z7	ENSMUSG00000042189
Q8TBP6	ENSG00000075303	Q8BGP6	ENSMUSG00000054099
Q86XH1	ENSG00000132321	Q9CUL5	ENSMUSG00000026301
Q99726	ENSG00000115194	P97441	ENSMUSG00000029151
Q6ZP29	ENSG00000040487	Q8C4N4	ENSMUSG00000028744
O60224	ENSG00000268009; ENSG00000269791	A2BI73	ENSMUSG00000079704
Q8N307	ENSG00000274843; ENSG00000275501; ENSG00000278114; ENSG00000277753; ENSG00000275430; ENSG00000176945; ENSG00000276583; ENSG00000281630	Q8BUE7	ENSMUSG00000035638
Q8TDR4	ENSG00000242220	E9PYJ0	ENSMUSG00000055602
A5PLL1	ENSG00000189127	Q3UUF8	ENSMUSG00000045034
Q01201	ENSG00000104856	Q04863	ENSMUSG00000002983
P01040	ENSG00000121552	Q497J0	ENSMUSG00000071561
Q9NTM9	ENSG00000119929	Q9D8X1	ENSMUSG00000025193
P07864	ENSG00000166796	P00342	ENSMUSG00000030851
Q9H7C9	ENSG00000087884	Q8R0P4	ENSMUSG00000035642
P20393	ENSG00000126368	Q3UV55	ENSMUSG00000020889
P11441	ENSG00000102178	P21126	ENSMUSG00000015290
Q00653	ENSG00000077150	Q9WTK5	ENSMUSG00000025225
O94986	ENSG00000103995	A2AUM9	ENSMUSG00000068394
Q9UJU5	ENSG00000187140	Q61060	ENSMUSG00000067261
P61247	ENSG00000145425	D3Z6C3	-
Q8TCY5	ENSG00000170262	Q9D159	ENSMUSG00000039956
Q15054	ENSG00000077514	Q9EQ28	ENSMUSG00000030726
Q7Z2E3	ENSG00000137074	Q7TQC5	ENSMUSG00000028411
A8MTB9	ENSG00000213822	Q9D871	ENSMUSG00000030472
O60512	ENSG00000158850	Q91YY2	ENSMUSG00000052423
Q13685	ENSG00000127837	J3QN89	ENSMUSG00000006299
Q9Y4I5	ENSG00000132749	Q9WTJ6	ENSMUSG00000024905
Q96AX1	ENSG00000139719	Q9D2N9	ENSMUSG00000029434
P31268	ENSG00000122592	P02830	ENSMUSG00000038236
O43854	ENSG00000164176	O35474	ENSMUSG00000034488
Q8IZI9	ENSG00000197110	Q4VK74	ENSMUSG00000059128
Q6ZW13	ENSG00000159761	Q9D4A5	ENSMUSG00000013158
O95376	ENSG00000177479	Q9Z1K6	ENSMUSG00000064145
Q6L9T8	ENSG00000215784; ENSG00000196550	Q8BFZ8	ENSMUSG00000055184
P46721	ENSG00000084453	Q9QXZ6	ENSMUSG00000041698
Q6UW78	ENSG00000204922	Q8K2T4	ENSMUSG00000071654
P23588	ENSG00000063046	Q8BGD9	ENSMUSG00000058655
Q8N139	ENSG00000154262	Q8K441	ENSMUSG00000044749
Q9UMX3	ENSG00000176720	O35425	ENSMUSG00000026278
O15040	ENSG00000196663	Q3UH45	ENSMUSG00000021275
Q9HBL0	ENSG00000079308	E9Q0S6	ENSMUSG00000055322
O15263	ENSG00000275444; ENSG00000177257; ENSG00000171711	Q9EPV9	ENSMUSG00000039785
P31249	ENSG00000128652	P09027	ENSMUSG00000079277
P53778	ENSG00000188130	O08911	ENSMUSG00000022610
P62917	ENSG00000161016	P62918	ENSMUSG00000003970
Q8N8W4	ENSG00000180316	Q3V1D5	ENSMUSG00000043286
P07942	ENSG00000091136	P02469	ENSMUSG00000002900
Q8IWX7	ENSG00000141161	Q8CGY6	ENSMUSG00000018845
Q15828	ENSG00000175315	Q9D1B1	ENSMUSG00000024846
A8TX70	ENSG00000172752	A6H584	ENSMUSG00000091345
Q99750	ENSG00000112559	P70331	ENSMUSG00000032717
Q8NHL6	ENSG00000274669; ENSG00000277134; ENSG00000277807; ENSG00000104972; ENSG00000276452	D3Z678	ENSMUSG00000074419
Q01523	ENSG00000164816	P50714	-
Q02878	ENSG00000089009	E9PUX4	-
A0AVI4	ENSG00000168936	Q8K304	ENSMUSG00000019295
O15335	ENSG00000136457	O55226	ENSMUSG00000039084
Q6NUM9	ENSG00000042445	Q64FW2	ENSMUSG00000056666
P49640	ENSG00000106038	P23683	ENSMUSG00000005503
Q15059	ENSG00000169925	Q8K2F0	ENSMUSG00000026918
O75677	ENSG00000128250	Q8VH31	ENSMUSG00000035191
Q6UXH8	ENSG00000183287	Q3MI99	ENSMUSG00000046318
P0C7H8	ENSG00000263091; ENSG00000213417; ENSG00000262862; ENSG00000212724	Q9D3H4	ENSMUSG00000060756; ENSMUSG00000057674; ENSMUSG00000058725
Q9NRD8	ENSG00000140279	A2AQ99	ENSMUSG00000068452
O14978	ENSG00000006194	Q8CF60	ENSMUSG00000022529
Q9Y276	ENSG00000074582	Q9CZP5	ENSMUSG00000026172
Q6IQ49	ENSG00000143751	Q8K1J5	ENSMUSG00000038806
Q9NWH9	ENSG00000137776	Q8CH25	ENSMUSG00000032212
P20138	ENSG00000105383	Q63994	ENSMUSG00000004609
Q9P2D3	ENSG00000008869	Q8C547	ENSMUSG00000039414
Q96L93	ENSG00000089177	B1AVY7	ENSMUSG00000038844
Q8N474	ENSG00000104332	Q8C4U3	ENSMUSG00000031548
B2RUY7	ENSG00000174453	Q505H4	ENSMUSG00000045648
Q16385	ENSG00000268447; ENSG00000241476	B1AUS7	-
Q9UL40	ENSG00000113761	Q9R0B7	ENSMUSG00000021481
Q96IR7	ENSG00000186603	Q8K248	ENSMUSG00000043155
P51808	ENSG00000165169	P56387	ENSMUSG00000031176
Q86WQ0	ENSG00000184162	Q3TV70	ENSMUSG00000071078
P29120	ENSG00000175426	P63239	ENSMUSG00000021587
Q92911	ENSG00000105641	Q99PN0	ENSMUSG00000000792
Q9NSI6	ENSG00000185658	Q921C3	ENSMUSG00000022914
Q93009	ENSG00000187555	Q6A4J8	ENSMUSG00000022710
Q8WUY8	ENSG00000090971	Q8BVG8	ENSMUSG00000035285
Q92823	ENSG00000091129	Q810U4	ENSMUSG00000020598
P60002	ENSG00000130165	P60003	ENSMUSG00000013822
O60674	ENSG00000096968	Q62120	ENSMUSG00000024789
P0CE72	ENSG00000122543	P51879	ENSMUSG00000029618
O14627	ENSG00000131264	Q07424	ENSMUSG00000031326
Q9UQD0	ENSG00000196876	Q9WTU3	ENSMUSG00000023033
Q96PE3	ENSG00000040933	Q9EPW0	ENSMUSG00000026113
Q4G0X4	ENSG00000188997	Q3URF8	ENSMUSG00000044952
Q8N3F9	ENSG00000180998	E9Q343	ENSMUSG00000049092
Q9H0X4	ENSG00000167930	Q8C0Z1	ENSMUSG00000024187
Q1ED39	ENSG00000103550	Q9Z2Q2	ENSMUSG00000030980
Q9H4E7	ENSG00000023892	Q8C2K1	ENSMUSG00000002257
Q9BY84	ENSG00000280962; ENSG00000111266	Q6PCP3	ENSMUSG00000030203
Q9NP72	ENSG00000099246	P35293	ENSMUSG00000073639
Q96AJ1	ENSG00000103351	Q8R3P7	ENSMUSG00000014232
F5GWS7	-	Q0VAW7	ENSMUSG00000052675
Q9UKJ1	ENSG00000085514	Q2YFS2	ENSMUSG00000066684
P18510	ENSG00000136689	P25085	ENSMUSG00000026981
Q8IV03	ENSG00000153714	Q8K2P1	ENSMUSG00000048706
P48664	ENSG00000105143	O35544	ENSMUSG00000005357
Q96HI0	ENSG00000119231	Q6NXL6	ENSMUSG00000022772
O43396	ENSG00000091164	Q8CDN6	ENSMUSG00000024583
P60201	ENSG00000123560	P60202	ENSMUSG00000031425
P11216	ENSG00000100994	Q8CI94	ENSMUSG00000033059
P20231	ENSG00000197253; ENSG00000172236	P21845	ENSMUSG00000033825
Q92574	ENSG00000165699	Q9EP53	ENSMUSG00000026812
O60840	ENSG00000102001	Q9JIS7	ENSMUSG00000031142
Q9NZ42	ENSG00000205155	Q9CQR7	ENSMUSG00000036835
Q9UKV3	ENSG00000100813	Q9JIX8	ENSMUSG00000022185
Q8WWZ1	ENSG00000136697	Q8R459	ENSMUSG00000046845
Q9H426	ENSG00000101098	P60191	ENSMUSG00000035226
Q68CQ1	ENSG00000184313	A2AVR2	ENSMUSG00000047502
Q9UQ49	ENSG00000162139	Q9JMH7	ENSMUSG00000035239
Q6PI26	ENSG00000144736	Q7TMX5	ENSMUSG00000035378
Q9H5F2	ENSG00000137720	Q9D131	ENSMUSG00000037971
Q8TAZ6	ENSG00000140932	Q9DAR1	ENSMUSG00000074127
O43295	ENSG00000196220	Q812A2	ENSMUSG00000030257
Q92665	ENSG00000102738	Q61733	ENSMUSG00000031533
B3EWG5	ENSG00000189090; ENSG00000276430; ENSG00000188100	Q8CF02	ENSMUSG00000043681
Q5I0X4	ENSG00000221821	Q9D727	ENSMUSG00000062619
Q14995	ENSG00000174738	Q60674	ENSMUSG00000021775
Q96DT6	ENSG00000125703	Q811C2	ENSMUSG00000028550
P0DJD9	ENSG00000256713	Q9D106	ENSMUSG00000024738
Q86VQ3	ENSG00000168454	Q6P902	ENSMUSG00000050612
Q9UHE5	ENSG00000144035	G5E8L3	ENSMUSG00000068299
P17813	ENSG00000106991	Q63961	ENSMUSG00000026814
Q96PZ7	ENSG00000183117	Q923L3	ENSMUSG00000060924
Q6UXA7	ENSG00000231624; ENSG00000204542; ENSG00000206461; ENSG00000229432; ENSG00000224105; ENSG00000225543	Q8BM15	ENSMUSG00000039269
P21675	ENSG00000147133	Q80UV9	ENSMUSG00000031314
Q96EN8	ENSG00000075643	Q14CH1	ENSMUSG00000039616
O00459	ENSG00000105647	O08908	ENSMUSG00000031834; ENSMUSG00000111826
F8VUJ3	ENSG00000259075	O08832	ENSMUSG00000090035
Q6ZPD8	ENSG00000184210	A2ADU8	ENSMUSG00000067597
O76013	ENSG00000126337	B1AQ75	ENSMUSG00000020916
Q9H0W9	ENSG00000182919	Q91V76	ENSMUSG00000031938
P20290	ENSG00000145741	Q64152	ENSMUSG00000021660
Q15836	ENSG00000049245	P63024	ENSMUSG00000028955
Q9H2G2	ENSG00000065613	O54988	ENSMUSG00000025060
Q8WX94	ENSG00000277071; ENSG00000277179; ENSG00000276804; ENSG00000274174; ENSG00000275483; ENSG00000274571; ENSG00000278173; ENSG00000167634; ENSG00000277776; ENSG00000277786	Q4PLS0	ENSMUSG00000035177
O76050	ENSG00000107954	Q923S6	ENSMUSG00000006435
P14866	ENSG00000282947; ENSG00000104824	Q8R081	ENSMUSG00000015165
Q9Y6C9	ENSG00000109919	Q791V5	ENSMUSG00000027282; ENSMUSG00000111714
Q5HY92	ENSG00000182263	Q9ERZ6	ENSMUSG00000075324
Q6EMK4	ENSG00000168140; ENSG00000274334	Q9CZT5	ENSMUSG00000039646
Q8TE12	ENSG00000162761	Q9JKU8	ENSMUSG00000026686
Q7M4L6	ENSG00000138606	Q8CG80	ENSMUSG00000033256
P32297	ENSG00000080644	Q8R4G9	ENSMUSG00000032303
Q8TDX5	ENSG00000153086	Q8R519	ENSMUSG00000026348
Q6QNK2	ENSG00000111452	Q80T32	ENSMUSG00000044017
P39748	ENSG00000168496	P39749	ENSMUSG00000024742
Q9BQ66	ENSG00000263236; ENSG00000213416	B1AQB0	ENSMUSG00000078261
Q5VZE5	ENSG00000135040	Q6PHQ8	ENSMUSG00000021555
Q99873	ENSG00000126457	Q9JIF0	ENSMUSG00000109324
Q9Y5U9	ENSG00000134049	Q9CR20	ENSMUSG00000090000
P09958	ENSG00000140564	P23188	ENSMUSG00000030530
Q8IZ52	ENSG00000123989	Q6IQX7	ENSMUSG00000032997
Q6ZNG2	ENSG00000185610	F8VQH7	ENSMUSG00000045608
P06858	ENSG00000175445	P11152	ENSMUSG00000015568
O95998	ENSG00000137496	Q9Z0M9	ENSMUSG00000070427
Q8NG83	ENSG00000228198	Q8VF87	ENSMUSG00000050742
Q8IV01	ENSG00000173227	Q920N7	ENSMUSG00000049303
Q9Y314	ENSG00000142546	Q9D6T0	ENSMUSG00000003421
O00341	ENSG00000162383	Q8JZR4	ENSMUSG00000008932
Q6NY19	ENSG00000186994	Q9Z1P7	ENSMUSG00000042099
Q9Y623	ENSG00000264424	Q5SX39	ENSMUSG00000057003
Q9UMX2	ENSG00000143450	Q9R109	ENSMUSG00000028141
Q9Y4G2	ENSG00000225190; ENSG00000277111; ENSG00000276358	Q7TSI1	ENSMUSG00000034247
Q8NGC2	ENSG00000221977	Q7TQQ0	ENSMUSG00000035626
Q96E11	ENSG00000148187	Q9D6S7	ENSMUSG00000026887
Q96LW1	ENSG00000178338	Q9QXT9	ENSMUSG00000020335
Q8N9B4	ENSG00000137494	Q3V096	ENSMUSG00000041343
O15265	ENSG00000163635	Q8R4I1	ENSMUSG00000021738
P12259	ENSG00000198734	O88783	ENSMUSG00000026579
Q96IM9	ENSG00000133665	Q9D3X8	ENSMUSG00000021791
M0R129	-	Q9CXH3	ENSMUSG00000063364
P01567	ENSG00000214042	P07350	ENSMUSG00000101252
Q96GX9	ENSG00000149089	Q9WVQ5	ENSMUSG00000010911
P61018	ENSG00000167578	Q91ZR1	ENSMUSG00000053291
P26232	ENSG00000066032	Q61301	ENSMUSG00000063063
Q6ZMB5	ENSG00000164855	Q3UFJ6	ENSMUSG00000036687
Q9H7D0	ENSG00000147459	B2RY04	ENSMUSG00000044447
Q16772	ENSG00000174156	P13745	ENSMUSG00000074183
P32322	ENSG00000183010	Q922W5	ENSMUSG00000025140
Q92567	ENSG00000054965	Q8BGZ2	ENSMUSG00000029461
Q8N428	ENSG00000100626	Q9JJ61	ENSMUSG00000021130
Q9H159	ENSG00000071991	E9Q3A7	ENSMUSG00000047216
P59540	ENSG00000262525; ENSG00000278111; ENSG00000226761	Q7M721	ENSMUSG00000059382
Q9H347	ENSG00000175520	Q8C5U9	ENSMUSG00000051618
Q7L4S7	ENSG00000198960	Q8K3A6	ENSMUSG00000050394
P05112	ENSG00000113520	P07750	ENSMUSG00000000869
B7Z1M9	ENSG00000225556	P0CG09	ENSMUSG00000091648
O95760	ENSG00000137033	Q8BVZ5	ENSMUSG00000024810
Q9UBD3	ENSG00000143185	P47993	ENSMUSG00000026573
O95522	ENSG00000116726	Q9D2F1	ENSMUSG00000028591
O76038	ENSG00000079689	Q91WD9	ENSMUSG00000021337
Q6S545	ENSG00000198062	Q05AC5	ENSMUSG00000027157
Q9NR71	ENSG00000188611	Q9JHE3	ENSMUSG00000024887
Q8N945	ENSG00000186314	Q0VBB0	ENSMUSG00000056671
Q96EK5	ENSG00000198954	Q6ZPU9	ENSMUSG00000036955
O75150	ENSG00000103549	Q3U319	ENSMUSG00000030816
Q7Z4J2	ENSG00000204007	Q2NKH9	ENSMUSG00000036401
Q13283	ENSG00000145907	P97855	ENSMUSG00000018583
Q9UFP1	ENSG00000144649	Q3UY90	ENSMUSG00000038233
Q30KP8	ENSG00000205884	Q8BVB5	ENSMUSG00000054763
Q13571	ENSG00000162511	Q61168	ENSMUSG00000028581
Q7Z4V5	ENSG00000167674	Q3UMU9	ENSMUSG00000002833
Q9NXW9	ENSG00000160993	Q9D8F1	ENSMUSG00000039754
Q9NPC6	ENSG00000172399	Q9JJW5	ENSMUSG00000028116
P05015	ENSG00000147885	P09235	ENSMUSG00000095270
Q8NGF9	ENSG00000172208	Q8VEZ2	ENSMUSG00000084336
Q96I99	ENSG00000172340	Q9Z2I8	ENSMUSG00000061838
P50897	ENSG00000131238	O88531	ENSMUSG00000028657
Q5SQS7	ENSG00000178217	A6X942	ENSMUSG00000037833
P25398	ENSG00000112306	P63323	ENSMUSG00000061983
M0R129	-	E9Q1C8	ENSMUSG00000071302
O43900	ENSG00000012211	Q80VL3	ENSMUSG00000031145
A8MVW0	ENSG00000161682	A2A699	ENSMUSG00000034685
Q15907	ENSG00000185236	P46638	ENSMUSG00000077450
O95153	ENSG00000005379	Q7TNF8	ENSMUSG00000034156
Q9UJ42	ENSG00000173890	Q3U3F9	ENSMUSG00000037661
Q7L8A9	ENSG00000071246	Q8C1W1	ENSMUSG00000021256
Q8IWK6	ENSG00000152990	Q7TT36	ENSMUSG00000029090
Q5VSL9	ENSG00000143093	Q8C079	ENSMUSG00000014601
O43617	ENSG00000054116	O55013	ENSMUSG00000028847
Q9BYQ6	ENSG00000212721; ENSG00000263229	B1AQA8	ENSMUSG00000089724
Q3MHD2	ENSG00000161654	Q9D0R8	ENSMUSG00000020922
Q6J4K2	ENSG00000089060	Q925Q3	ENSMUSG00000032754
P24387	ENSG00000145708	Q60571	ENSMUSG00000021680
Q32P44	ENSG00000149499	Q8VC03	ENSMUSG00000071647
